From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
WP_002884706.1,A0A1F0BR09,unreviewed,A0A1F0BR09_9STRE,Thioredoxin reductase (EC 1.8.1.9),HMPREF2607_05865,Streptococcus sp. HMSC078H03,306
WP_002884706.1,A0A1S1DKE6,unreviewed,A0A1S1DKE6_9STRE,Thioredoxin reductase (EC 1.8.1.9),HMPREF2637_04205,Streptococcus sp. HMSC065H07,306
WP_002884706.1,A0A1F1HGU1,unreviewed,A0A1F1HGU1_9STRE,Thioredoxin reductase (EC 1.8.1.9),HMPREF2867_02100,Streptococcus sp. HMSC064H09,306
WP_002884706.1,A0A1V0GEH5,unreviewed,A0A1V0GEH5_9STRE,Thioredoxin reductase (EC 1.8.1.9),trxB A6J31_07375,Streptococcus sp. FDAARGOS_192,306
WP_002884706.1,X8JLN0,unreviewed,X8JLN0_9STRE,Thioredoxin reductase (EC 1.8.1.9),trxB_2 HMPREF1517_1632,Streptococcus sp. ACS2,306
WP_002884733.1,F8LHP3,unreviewed,F8LHP3_STREH,Cytosolic protein,SALIVB_0558,Streptococcus salivarius (strain CCHSS3),115
WP_002884733.1,W3XUU0,unreviewed,W3XUU0_9STRE,Amino acid metabolism domain protein,HMPREF1519_0394,Streptococcus sp. SR4,115
WP_002884733.1,A0A0A1DYT0,unreviewed,A0A0A1DYT0_STRSL,Cysteine desulfurase (Cytosolic protein) (DUF1831 domain-containing protein),A6J87_08060 BSR19_07725 CKU37_06065 CQA85_05570 CYK22_02105 DWV94_03170 DWY30_03830 DWZ07_05395 FOC73_02665 GMC47_00245 GMC48_01015 HMPREF3219_0201951 I6I02_02225 NCTC8618_03946,Streptococcus salivarius,115
WP_002884733.1,T0TBA5,unreviewed,T0TBA5_9STRE,Cytosolic protein,HSISS1_1248,Streptococcus sp. HSISS1,115
WP_002884733.1,T0TLV5,unreviewed,T0TLV5_9STRE,Cytosolic protein,HSISS2_1779,Streptococcus sp. HSISS2,115
WP_002884733.1,T0UUS1,unreviewed,T0UUS1_9STRE,Cytosolic protein,HSISS3_647,Streptococcus sp. HSISS3,115
WP_002884733.1,A0A1F2HRB1,unreviewed,A0A1F2HRB1_9STRE,Cysteine desulfurase,HMPREF3112_01630,Streptococcus sp. HMSC10E12,115
WP_002884733.1,A0A1F0BM30,unreviewed,A0A1F0BM30_9STRE,Cysteine desulfurase,HMPREF2607_08900,Streptococcus sp. HMSC078H03,115
WP_002884733.1,A0A1V0GDW4,unreviewed,A0A1V0GDW4_9STRE,Cysteine desulfurase,A6J31_06390,Streptococcus sp. FDAARGOS_192,115
WP_002884733.1,X8IPA0,unreviewed,X8IPA0_9STRE,Amino acid metabolism domain protein,HMPREF1517_0407,Streptococcus sp. ACS2,115
WP_002884736.1,F8LLA2,unreviewed,F8LLA2_STREH,Putative dCMP deaminase (EC 3.5.4.12),SALIVB_1865,Streptococcus salivarius (strain CCHSS3),151
WP_002884736.1,W3Y2G8,unreviewed,W3Y2G8_9STRE,Putative ComE operon protein 2,HMPREF1519_1823,Streptococcus sp. SR4,151
WP_002884736.1,A0A074IUK4,unreviewed,A0A074IUK4_STRSL,Competence protein ComE (Late competence protein required for DNA binding and uptake (EC 3.5.4.-)) (tRNA-specific adenosine deaminase (EC 3.5.4.33)),comEB tadA_2 A6J87_06590 CQA85_00330 CYK22_09645 D8867_02765 DL07_04650 DWV94_07455 DWY30_05945 DWZ07_07045 FBF48_01475 FOC73_04050 GMC47_01590 GMC48_02360 GMC65_08310 HRE60_08285 NCTC7366_01813 NCTC8618_04239,Streptococcus salivarius,151
WP_002884736.1,A0A1F2HPZ3,unreviewed,A0A1F2HPZ3_9STRE,Competence protein ComE,HMPREF3112_02970,Streptococcus sp. HMSC10E12,151
WP_002884736.1,A0A1F0BPT1,unreviewed,A0A1F0BPT1_9STRE,Competence protein ComE,HMPREF2607_05455,Streptococcus sp. HMSC078H03,151
WP_002884736.1,A0A1S1DDS6,unreviewed,A0A1S1DDS6_9STRE,Competence protein ComE,HMPREF2637_09390,Streptococcus sp. HMSC065H07,151
WP_002884736.1,A0A1F1HIS6,unreviewed,A0A1F1HIS6_9STRE,Competence protein ComE,HMPREF2867_01680,Streptococcus sp. HMSC064H09,151
WP_002884736.1,A0A1V0GEQ9,unreviewed,A0A1V0GEQ9_9STRE,Competence protein ComE,A6J31_07780,Streptococcus sp. FDAARGOS_192,151
WP_002884736.1,X8JLH6,unreviewed,X8JLH6_9STRE,Putative ComE operon protein 2,HMPREF1517_1548,Streptococcus sp. ACS2,151
WP_002884739.1,F8LLE7,unreviewed,F8LLE7_STREH,Phosphoglycerate kinase (EC 2.7.2.3),pgk SALIVB_1914,Streptococcus salivarius (strain CCHSS3),399
WP_002884739.1,W3Y0R7,unreviewed,W3Y0R7_9STRE,Phosphoglycerate kinase (EC 2.7.2.3),pgk HMPREF1519_1909,Streptococcus sp. SR4,399
WP_002884739.1,V5QRN1,unreviewed,V5QRN1_STRSL,Phosphoglycerate kinase (EC 2.7.2.3),pgk BSR19_09370 CKU37_04430 CQA85_00100 CYK22_11090 D8867_02585 DWY30_06115 DWZ07_09940 FBF48_01295 FHI56_02995 FOC73_04220 GMC47_09145 HRE60_08465 I6I02_00555 NCTC7366_01852 NCTC8618_04278,Streptococcus salivarius,399
WP_002884739.1,T0UFQ2,unreviewed,T0UFQ2_9STRE,Phosphoglycerate kinase (EC 2.7.2.3),pgk HSISS1_1593,Streptococcus sp. HSISS1,399
WP_002884739.1,A0A1F2HQC7,unreviewed,A0A1F2HQC7_9STRE,Phosphoglycerate kinase (EC 2.7.2.3),pgk HMPREF3112_03150,Streptococcus sp. HMSC10E12,399
WP_002884739.1,A0A1F1HI11,unreviewed,A0A1F1HI11_9STRE,Phosphoglycerate kinase (EC 2.7.2.3),pgk HMPREF2867_01465,Streptococcus sp. HMSC064H09,399
WP_002884739.1,A0A1V0GEW3,unreviewed,A0A1V0GEW3_9STRE,Phosphoglycerate kinase (EC 2.7.2.3),pgk A6J31_08110,Streptococcus sp. FDAARGOS_192,399
WP_002884739.1,X8JLR0,unreviewed,X8JLR0_9STRE,Phosphoglycerate kinase (EC 2.7.2.3),pgk HMPREF1517_1509,Streptococcus sp. ACS2,399
WP_002884746.1,F8LLF2,unreviewed,F8LLF2_STREH,30S ribosomal protein S7,rpsG SALIVB_1919,Streptococcus salivarius (strain CCHSS3),156
WP_002884746.1,I0QH83,unreviewed,I0QH83_STRSL,30S ribosomal protein S7,rpsG PS4_12439,Streptococcus salivarius PS4,156
WP_002884746.1,W3Y1V8,unreviewed,W3Y1V8_9STRE,30S ribosomal protein S7,rpsG HMPREF1519_1913,Streptococcus sp. SR4,156
WP_002884746.1,J7TG16,unreviewed,J7TG16_STRSL,30S ribosomal protein S7,rpsG RSSL_00557,Streptococcus salivarius K12,156
WP_002884746.1,A0A074IUV8,unreviewed,A0A074IUV8_STRSL,30S ribosomal protein S7,rpsG rpsG_2 A6J87_06400 BSR19_09390 CKU37_04450 CQA85_00080 CYK22_11070 D8867_02565 DL07_05055 DWV94_07655 DWY30_06135 DWZ07_09960 FBF48_01275 FHI56_02975 FOC73_04240 GMC47_09165 GMC48_09380 GMC65_08055 HMPREF3219_0200520 HRE60_08485 I6I02_00540 NCTC7366_01857 NCTC8618_04282,Streptococcus salivarius,156
WP_002884746.1,T0T5Y2,unreviewed,T0T5Y2_9STRE,30S ribosomal protein S7,rpsG HSISS1_1597,Streptococcus sp. HSISS1,156
WP_002884746.1,T0TL14,unreviewed,T0TL14_9STRE,30S ribosomal protein S7,rpsG HSISS2_2147,Streptococcus sp. HSISS2,156
WP_002884746.1,T0TQK2,unreviewed,T0TQK2_9STRE,30S ribosomal protein S7,rpsG HSISS3_290,Streptococcus sp. HSISS3,156
WP_002884746.1,A0A3E4XKB4,unreviewed,A0A3E4XKB4_STRVE,30S ribosomal protein S7,rpsG DXC09_00525 NCTC12167_01723 SSSS39_01000,Streptococcus vestibularis,156
WP_002884746.1,A0A1F2HPB7,unreviewed,A0A1F2HPB7_9STRE,30S ribosomal protein S7,rpsG HMPREF3112_03170,Streptococcus sp. HMSC10E12,156
WP_002884746.1,A0A1F0BPI0,unreviewed,A0A1F0BPI0_9STRE,30S ribosomal protein S7,rpsG HMPREF2607_05255,Streptococcus sp. HMSC078H03,156
WP_002884746.1,A0A1S1DE71,unreviewed,A0A1S1DE71_9STRE,30S ribosomal protein S7,rpsG HMPREF2637_09590,Streptococcus sp. HMSC065H07,156
WP_002884746.1,A0A1F1HHJ9,unreviewed,A0A1F1HHJ9_9STRE,30S ribosomal protein S7,rpsG HMPREF2867_01445,Streptococcus sp. HMSC064H09,156
WP_002884746.1,A0A1V0GEV4,unreviewed,A0A1V0GEV4_9STRE,30S ribosomal protein S7,rpsG A6J31_08130,Streptococcus sp. FDAARGOS_192,156
WP_002884746.1,E9DLE2,unreviewed,E9DLE2_9STRE,30S ribosomal protein S7,rpsG HMPREF0848_01448,Streptococcus sp. C150,156
WP_002884746.1,E8KSY1,unreviewed,E8KSY1_STRVE,30S ribosomal protein S7,rpsG HMPREF9425_0213,Streptococcus vestibularis ATCC 49124,156
WP_002884746.1,E3CQW4,unreviewed,E3CQW4_STRVE,30S ribosomal protein S7,rpsG HMPREF9192_0575,Streptococcus vestibularis F0396,156
WP_002884746.1,X8JNB5,unreviewed,X8JNB5_9STRE,30S ribosomal protein S7,rpsG HMPREF1517_1505,Streptococcus sp. ACS2,156
WP_002884752.1,F8LLE1,unreviewed,F8LLE1_STREH,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY SALIVB_1908,Streptococcus salivarius (strain CCHSS3),76
WP_002884752.1,J7TG11,unreviewed,J7TG11_STRSL,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY RSSL_00567,Streptococcus salivarius K12,76
WP_002884752.1,A0A074IUE3,unreviewed,A0A074IUE3_STRSL,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY A6J87_06450 BSR19_09340 CKU37_04400 CQA85_00130 CYK22_09790 D8867_02615 DL07_05110 DWV94_07605 FBF48_01325 FHI56_03025 FOC73_04190 GMC48_08985 GMC65_08165 HMPREF3219_0200510 HRE60_08435 I6I02_00585 NCTC7366_01846,Streptococcus salivarius,76
WP_002884752.1,T0T5Z1,unreviewed,T0T5Z1_9STRE,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY HSISS1_1587,Streptococcus sp. HSISS1,76
WP_002884752.1,A0A1F2HPA7,unreviewed,A0A1F2HPA7_9STRE,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY HMPREF3112_03120,Streptococcus sp. HMSC10E12,76
WP_002884752.1,A0A1F0BPI7,unreviewed,A0A1F0BPI7_9STRE,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY HMPREF2607_05305,Streptococcus sp. HMSC078H03,76
WP_002884752.1,A0A1V0GEU6,unreviewed,A0A1V0GEU6_9STRE,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY A6J31_08080,Streptococcus sp. FDAARGOS_192,76
WP_002884752.1,E9DLD2,unreviewed,E9DLD2_9STRE,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY HMPREF0848_01438,Streptococcus sp. C150,76
WP_002884752.1,X8JN35,unreviewed,X8JN35_9STRE,DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon),rpoY HMPREF1517_1515,Streptococcus sp. ACS2,76
WP_002884769.1,F9M441,unreviewed,F9M441_STRPA,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF9962_0946,Streptococcus parasanguinis SK236,100
WP_002884769.1,G6EP96,unreviewed,G6EP96_STRTR,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC STHE1630_00942,Streptococcus thermophilus CNCM I-1630,100
WP_002884769.1,F8LKY5,unreviewed,F8LKY5_STREH,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC SALIVB_1745,Streptococcus salivarius (strain CCHSS3),100
WP_002884769.1,F8LT02,unreviewed,F8LT02_STRTR,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC STH8232_1872,Streptococcus thermophilus JIM 8232,100
WP_002884769.1,I2NFJ7,unreviewed,I2NFJ7_STRPA,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF9971_0999,Streptococcus parasanguinis F0449,100
WP_002884769.1,I1ZNJ5,unreviewed,I1ZNJ5_STRPA,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC2 gatC Spaf_1658,Streptococcus parasanguinis FW213,100
WP_002884769.1,A0A3R9N6Q5,unreviewed,A0A3R9N6Q5_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC_1 gatC D8785_03080,Streptococcus australis,100
WP_002884769.1,A0A4Z1DY89,unreviewed,A0A4Z1DY89_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC E5S68_05905,Streptococcus rubneri,100
WP_002884769.1,A0A074IUB4,unreviewed,A0A074IUB4_STRSL,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC A6J87_07120 BSR19_08625 CKU37_08075 CYK22_06375 D8867_05045 DL07_04125 DWV94_00425 DWY30_05415 DWZ07_04200 FBF48_02030 FHI56_03975 FOC73_03530 GMC47_01055 GMC65_09780 HMPREF3219_0200933 HRE60_07775 I6I02_01310 NCTC7366_01696,Streptococcus salivarius,100
WP_002884769.1,A0A0M4HEB7,unreviewed,A0A0M4HEB7_STRTR,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC NCTC12958_01891 STHERMO_1696 STHERMO_1701 STHERMO_1742,Streptococcus thermophilus,100
WP_002884769.1,T0VAS5,unreviewed,T0VAS5_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HSISM1_1959,Streptococcus sp. HSISM1,100
WP_002884769.1,T0T351,unreviewed,T0T351_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HSISS1_1415,Streptococcus sp. HSISS1,100
WP_002884769.1,T0TE78,unreviewed,T0TE78_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HSISS2_1971,Streptococcus sp. HSISS2,100
WP_002884769.1,T0V1L8,unreviewed,T0V1L8_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HSISS3_465,Streptococcus sp. HSISS3,100
WP_002884769.1,A0A0F3H5X3,unreviewed,A0A0F3H5X3_STRPA,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC gatC_2 CYK20_03325 D8866_04125 DF218_10080 DW728_01370 GMC75_00905 GMC80_02915 GMC92_04995 GMC94_00490 GMC95_07920 TZ97_01322,Streptococcus parasanguinis,100
WP_002884769.1,A0A448ACH7,unreviewed,A0A448ACH7_STRVE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC NCTC12167_01580 SSSS39_01259,Streptococcus vestibularis,100
WP_002884769.1,V8LTJ2,unreviewed,V8LTJ2_STRTR,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC U730_07745,Streptococcus thermophilus TH1435,100
WP_002884769.1,A0A0E2QFQ9,unreviewed,A0A0E2QFQ9_STRTR,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC X841_09210,Streptococcus thermophilus M17PTZA496,100
WP_002884769.1,A0A0E2RB02,unreviewed,A0A0E2RB02_STRTR,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC Y022_08160,Streptococcus thermophilus TH1477,100
WP_002884769.1,A0A1F2HQR5,unreviewed,A0A1F2HQR5_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF3112_02460,Streptococcus sp. HMSC10E12,100
WP_002884769.1,A0A1F0BV69,unreviewed,A0A1F0BV69_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF2607_04720,Streptococcus sp. HMSC078H03,100
WP_002884769.1,A0A1S1DKY8,unreviewed,A0A1S1DKY8_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF2637_04065,Streptococcus sp. HMSC065H07,100
WP_002884769.1,A0A1F0AYF7,unreviewed,A0A1F0AYF7_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF2686_06805,Streptococcus sp. HMSC057G03,100
WP_002884769.1,A0A1E8UM47,unreviewed,A0A1E8UM47_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF2832_00410,Streptococcus sp. HMSC073D05,100
WP_002884769.1,A0A1F1DI85,unreviewed,A0A1F1DI85_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF2893_06730,Streptococcus sp. HMSC072C09,100
WP_002884769.1,A0A1F0KB06,unreviewed,A0A1F0KB06_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF3002_05600,Streptococcus sp. HMSC065E03,100
WP_002884769.1,A0A127TT56,unreviewed,A0A127TT56_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC_1 gatC D8783_01025,Streptococcus sp. A12,100
WP_002884769.1,A0A1V0GEF1,unreviewed,A0A1V0GEF1_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC A6J31_07265,Streptococcus sp. FDAARGOS_192,100
WP_002884769.1,A0A3A5S379,unreviewed,A0A3A5S379_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC DW738_05800,Streptococcus sp. AM28-20,100
WP_002884769.1,A0A501VVB0,unreviewed,A0A501VVB0_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC FJR71_05460,Streptococcus xiaochunlingii,100
WP_002884769.1,A0A5J6LQB7,unreviewed,A0A5J6LQB7_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC LPB220_08710,Streptococcus sp. LPB0220,100
WP_002884769.1,Q03J80,reviewed,GATC_STRTD,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC STER_1592,Streptococcus thermophilus (strain ATCC BAA-491 / LMD-9),100
WP_002884769.1,E9DKW1,unreviewed,E9DKW1_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF0848_01267,Streptococcus sp. C150,100
WP_002884769.1,F8DJV5,unreviewed,F8DJV5_STREP,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF0833_11094,Streptococcus parasanguinis (strain ATCC 15912 / DSM 6778 / CIP 104372 / LMG 14537),100
WP_002884769.1,A0A447Z5W1,unreviewed,A0A447Z5W1_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC_2 gatC NCTC3166_01598,Streptococcus viridans,100
WP_002884769.1,A0A2A6ZFF4,unreviewed,A0A2A6ZFF4_9FIRM,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC CGS49_13545,Faecalibacterium prausnitzii,100
WP_002884769.1,E8K6F3,unreviewed,E8K6F3_STRPA,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF8577_1138,Streptococcus parasanguinis ATCC 903,100
WP_002884769.1,E8KTF9,unreviewed,E8KTF9_STRVE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF9425_0391,Streptococcus vestibularis ATCC 49124,100
WP_002884769.1,E3CR11,unreviewed,E3CR11_STRVE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF9192_0731,Streptococcus vestibularis F0396,100
WP_002884769.1,E3CG06,unreviewed,E3CG06_STRPA,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF9626_0453,Streptococcus parasanguinis F0405,100
WP_002884769.1,X8JL90,unreviewed,X8JL90_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF1517_1657,Streptococcus sp. ACS2,100
WP_002884769.1,K8MPG6,unreviewed,K8MPG6_9STRE,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-),gatC HMPREF9186_00838,Streptococcus sp. F0442,100
WP_002884772.1,F8LHI8,unreviewed,F8LHI8_STREH,Putative effector of murein hydrolase,SALIVB_0502,Streptococcus salivarius (strain CCHSS3),231
WP_002884772.1,W3XSQ4,unreviewed,W3XSQ4_9STRE,TIGR00659 family protein,HMPREF1519_0440,Streptococcus sp. SR4,231
WP_002884772.1,A0A074IXM7,unreviewed,A0A074IXM7_STRSL,Inner membrane protein YohK (LrgB family protein) (Membrane protein) (Putative effector of murein hydrolase),yohK D8867_10545 DL07_05530 DWV94_02920 DWZ07_10600 FHI56_09765 FOC73_02920 GMC47_00475 NCTC7366_00501 NCTC8618_03992,Streptococcus salivarius,231
WP_002884772.1,A0A1F2HR37,unreviewed,A0A1F2HR37_9STRE,TIGR00659 family protein,HMPREF3112_01880,Streptococcus sp. HMSC10E12,231
WP_002884784.1,F8LKZ1,unreviewed,F8LKZ1_STREH,GTP-sensing transcriptional pleiotropic repressor CodY,codY SALIVB_1751,Streptococcus salivarius (strain CCHSS3),261
WP_002884784.1,W3XTP1,unreviewed,W3XTP1_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY HMPREF1519_0564,Streptococcus sp. SR4,261
WP_002884784.1,A0A074IWI7,unreviewed,A0A074IWI7_STRSL,GTP-sensing transcriptional pleiotropic repressor CodY,codY codY_2 A6J87_07085 BSR19_08650 CKU37_08040 CQA85_00800 CYK22_06340 DL07_04145 DWV94_00390 DWY30_05450 DWZ07_04180 FBF48_01985 FHI56_03955 FOC73_03565 GMC47_01090 GMC48_00115 GMC65_09815 HRE60_07810 I6I02_01265 NCTC7366_01700 NCTC8618_04131,Streptococcus salivarius,261
WP_002884784.1,T0UL52,unreviewed,T0UL52_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY HSISS1_1422,Streptococcus sp. HSISS1,261
WP_002884784.1,A0A1F2HPP4,unreviewed,A0A1F2HPP4_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY HMPREF3112_02495,Streptococcus sp. HMSC10E12,261
WP_002884784.1,A0A1F0BTF7,unreviewed,A0A1F0BTF7_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY HMPREF2607_04765,Streptococcus sp. HMSC078H03,261
WP_002884784.1,A0A1S1DLB8,unreviewed,A0A1S1DLB8_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY HMPREF2637_04100,Streptococcus sp. HMSC065H07,261
WP_002884784.1,A0A1F1HH72,unreviewed,A0A1F1HH72_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY HMPREF2867_02185,Streptococcus sp. HMSC064H09,261
WP_002884784.1,A0A1V0GED1,unreviewed,A0A1V0GED1_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY A6J31_07300,Streptococcus sp. FDAARGOS_192,261
WP_002884784.1,X8JLR7,unreviewed,X8JLR7_9STRE,GTP-sensing transcriptional pleiotropic repressor CodY,codY HMPREF1517_1650,Streptococcus sp. ACS2,261
WP_002884791.1,F8LHS3,unreviewed,F8LHS3_STREH,DNA-binding response regulator (Rec-wHTH domains),SALIVB_0588,Streptococcus salivarius (strain CCHSS3),214
WP_002884791.1,A0A0F3HA76,unreviewed,A0A0F3HA76_STRSL,DNA-binding response regulator (Response regulator) (Response regulator transcription factor) (Transcriptional regulatory protein LiaR),vraR liaR CQA85_05425 CYK22_01955 D8867_01710 DWY30_03680 DWZ07_05245 FHI56_09340 FOC73_02515 GMC47_00095 HRE60_06780 NCTC7366_00580,Streptococcus salivarius,214
WP_002884791.1,T0TBC4,unreviewed,T0TBC4_9STRE,Two component transcriptional regulator VraR,HSISS1_1218,Streptococcus sp. HSISS1,214
WP_002884791.1,A0A1F2HQ36,unreviewed,A0A1F2HQ36_9STRE,DNA-binding response regulator,HMPREF3112_01480,Streptococcus sp. HMSC10E12,214
