From	Entry	Reviewed	Entry Name	Protein names	Organism	Length
WP_001265622.1	V8B7X0	unreviewed	V8B7X0_STRPA	50S ribosomal protein L33	Streptococcus parasanguinis CC87K	49
WP_001265622.1	A0A0F2DWS9	unreviewed	A0A0F2DWS9_STROR	50S ribosomal protein L33	Streptococcus oralis subsp. tigurinus	49
WP_001265622.1	I2IZE4	unreviewed	I2IZE4_9STRE	50S ribosomal protein L33	Streptococcus sp. SK140	49
WP_001265622.1	I2IZI1	unreviewed	I2IZI1_9STRE	50S ribosomal protein L33	Streptococcus sp. SK643	49
WP_001265622.1	I2NQV6	unreviewed	I2NQV6_STRPA	50S ribosomal protein L33	Streptococcus parasanguinis F0449	49
WP_001265622.1	I0S6Y9	unreviewed	I0S6Y9_STRMT	50S ribosomal protein L33	Streptococcus mitis SK616	49
WP_001265622.1	I0SY19	unreviewed	I0SY19_STRMT	50S ribosomal protein L33	Streptococcus mitis SK575	49
WP_001265622.1	I0T7I7	unreviewed	I0T7I7_STRMT	50S ribosomal protein L33	Streptococcus mitis SK579	49
WP_001265622.1	I0SNI6	unreviewed	I0SNI6_STROR	50S ribosomal protein L33	Streptococcus oralis SK1074	49
WP_001265622.1	I0Q334	unreviewed	I0Q334_STROR	50S ribosomal protein L33	Streptococcus oralis SK610	49
WP_001265622.1	J4Q4R7	unreviewed	J4Q4R7_9STRE	50S ribosomal protein L33	Streptococcus sp. BS35b	49
WP_001265622.1	I1ZJ95	unreviewed	I1ZJ95_STRPA	50S ribosomal protein L33	Streptococcus parasanguinis FW213	49
WP_001265622.1	A0A3R9LRL5	unreviewed	A0A3R9LRL5_9STRE	50S ribosomal protein L33	Streptococcus australis	49
WP_001265622.1	A0A829I9U9	unreviewed	A0A829I9U9_STRAG	50S ribosomal protein L33	Streptococcus agalactiae FSL S3-586	49
WP_001265622.1	U5P6N7	unreviewed	U5P6N7_9STRE	50S ribosomal protein L33	Streptococcus ilei	49
WP_001265622.1	A0A829BBR6	unreviewed	A0A829BBR6_STREE	50S ribosomal protein L33	Streptococcus pneumoniae PCS70012	49
WP_001265622.1	J0YPH1	unreviewed	J0YPH1_9STRE	50S ribosomal protein L33	Streptococcus infantis SPAR10	49
WP_001265622.1	X8KDA2	unreviewed	X8KDA2_9STRE	50S ribosomal protein L33	Streptococcus sp. SR1	49
WP_001265622.1	J4K966	unreviewed	J4K966_STROR	50S ribosomal protein L33	Streptococcus oralis SK304	49
WP_001265622.1	K1AKY8	unreviewed	K1AKY8_9STRE	50S ribosomal protein L33	Streptococcus sp. GMD4S	49
WP_001265622.1	K0ZS26	unreviewed	K0ZS26_9STRE	50S ribosomal protein L33	Streptococcus sp. GMD6S	49
WP_001265622.1	S3B9Z4	unreviewed	S3B9Z4_9STRE	50S ribosomal protein L33	Streptococcus sp. HPH0090	49
WP_001265622.1	A0A4Z1DRB2	unreviewed	A0A4Z1DRB2_9STRE	50S ribosomal protein L33	Streptococcus rubneri	49
WP_001265622.1	R0MT95	unreviewed	R0MT95_STRMT	50S ribosomal protein L33	Streptococcus mitis 11/5	49
WP_001265622.1	R0P3E1	unreviewed	R0P3E1_STRMT	50S ribosomal protein L33	Streptococcus mitis 13/39	49
WP_001265622.1	A0A0F5MM95	unreviewed	A0A0F5MM95_STRGN	50S ribosomal protein L33	Streptococcus gordonii	49
WP_001265622.1	A0A081R0X4	unreviewed	A0A081R0X4_STROR	50S ribosomal protein L33	Streptococcus oralis	49
WP_001265622.1	A0A0B7GP86	unreviewed	A0A0B7GP86_STRSA	50S ribosomal protein L33	Streptococcus sanguinis	49
WP_001265622.1	R4Z9X8	unreviewed	R4Z9X8_STRAG	50S ribosomal protein L33	Streptococcus agalactiae	49
WP_001265622.1	A0A064C2U6	unreviewed	A0A064C2U6_STREE	50S ribosomal protein L33	Streptococcus pneumoniae	49
WP_001265622.1	A0A2W5CI27	unreviewed	A0A2W5CI27_STRPY	50S ribosomal protein L33	Streptococcus pyogenes	49
WP_001265622.1	T0UYB6	unreviewed	T0UYB6_9STRE	50S ribosomal protein L33	Streptococcus sp. HSISM1	49
WP_001265622.1	A0A0F3H7U0	unreviewed	A0A0F3H7U0_STRPA	50S ribosomal protein L33	Streptococcus parasanguinis	49
WP_001265622.1	S9R934	unreviewed	S9R934_STROR	50S ribosomal protein L33	Streptococcus oralis subsp. tigurinus 2426	49
WP_001265622.1	S7YSI8	unreviewed	S7YSI8_STRMT	50S ribosomal protein L33	Streptococcus mitis 18/56	49
WP_001265622.1	A0A0D0YAS7	unreviewed	A0A0D0YAS7_STRSZ	50S ribosomal protein L33	Streptococcus equi subsp. zooepidemicus Sz16	49
WP_001265622.1	A0A0E2P7U9	unreviewed	A0A0E2P7U9_9STRE	50S ribosomal protein L33	Streptococcus pseudopneumoniae 22725	49
WP_001265622.1	V8IFI5	unreviewed	V8IFI5_9STRE	50S ribosomal protein L33	Streptococcus pseudopneumoniae 5247	49
WP_001265622.1	V8I5E2	unreviewed	V8I5E2_STRMT	50S ribosomal protein L33	Streptococcus mitis 21/39	49
WP_001265622.1	V8IAI8	unreviewed	V8IAI8_STRMT	50S ribosomal protein L33	Streptococcus mitis 27/7	49
WP_001265622.1	A0A387B454	unreviewed	A0A387B454_9STRE	50S ribosomal protein L33	Streptococcus gwangjuense	49
WP_001265622.1	A0A1X1J3C0	unreviewed	A0A1X1J3C0_STROR	50S ribosomal protein L33	Streptococcus oralis subsp. dentisani	49
WP_001265622.1	A0A0G7SRR3	unreviewed	A0A0G7SRR3_9STRE	50S ribosomal protein L33	Streptococcus equi subsp. equi	49
WP_001265622.1	A0A1S1H0I1	unreviewed	A0A1S1H0I1_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC34B10	49
WP_001265622.1	P61360	reviewed	RL333_STRPN	50S ribosomal protein L33 type 3	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	49
WP_001265622.1	P61361	reviewed	RL333_STRR6	50S ribosomal protein L33 type 3	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	49
WP_001265622.1	A0A1F0C9L3	unreviewed	A0A1F0C9L3_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC069D09	49
WP_001265622.1	A0A1F0C3A7	unreviewed	A0A1F0C3A7_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC070B10	49
WP_001265622.1	A0A1F0BKP2	unreviewed	A0A1F0BKP2_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC074B11	49
WP_001265622.1	A0A1S1CSK2	unreviewed	A0A1S1CSK2_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC063B03	49
WP_001265622.1	A0A1S1DIJ9	unreviewed	A0A1S1DIJ9_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC066F01	49
WP_001265622.1	A0A1F0B632	unreviewed	A0A1F0B632_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC057G03	49
WP_001265622.1	A0A1F0B7H8	unreviewed	A0A1F0B7H8_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC077D04	49
WP_001265622.1	A0A1S1E9R4	unreviewed	A0A1S1E9R4_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC076C09	49
WP_001265622.1	A0A1F0A688	unreviewed	A0A1F0A688_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC061D10	49
WP_001265622.1	A0A1E9GMI0	unreviewed	A0A1E9GMI0_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC073F11	49
WP_001265622.1	A0A1E9G245	unreviewed	A0A1E9G245_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC076C08	49
WP_001265622.1	A0A1E9E0W1	unreviewed	A0A1E9E0W1_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC062B01	49
WP_001265622.1	A0A1E9B7X7	unreviewed	A0A1E9B7X7_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC056C01	49
WP_001265622.1	A0A1E9A8S5	unreviewed	A0A1E9A8S5_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC034E03	49
WP_001265622.1	A0A1E8UTF6	unreviewed	A0A1E8UTF6_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC073D05	49
WP_001265622.1	A0A1E8U1P2	unreviewed	A0A1E8U1P2_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC071D03	49
WP_001265622.1	A0A1F1DED0	unreviewed	A0A1F1DED0_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC072C09	49
WP_001265622.1	A0A1F1CIU6	unreviewed	A0A1F1CIU6_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC072G04	49
WP_001265622.1	A0A1F0ZRJ2	unreviewed	A0A1F0ZRJ2_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC061E03	49
WP_001265622.1	A0A1F0YC03	unreviewed	A0A1F0YC03_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC078D09	49
WP_001265622.1	A0A1F0TG84	unreviewed	A0A1F0TG84_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC062D07	49
WP_001265622.1	A0A1F0N9F1	unreviewed	A0A1F0N9F1_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC067H01	49
WP_001265622.1	A0A1F0K7X1	unreviewed	A0A1F0K7X1_9STRE	50S ribosomal protein L33	Streptococcus sp. HMSC065E03	49
WP_001265622.1	A0A127TUJ8	unreviewed	A0A127TUJ8_9STRE	50S ribosomal protein L33	Streptococcus sp. A12	49
WP_001265622.1	A0A139NA69	unreviewed	A0A139NA69_9STRE	50S ribosomal protein L33	Streptococcus sp. DD10	49
WP_001265622.1	A0A139NPV0	unreviewed	A0A139NPV0_9STRE	50S ribosomal protein L33	Streptococcus sp. DD13	49
WP_001265622.1	A0A1H0UQR0	unreviewed	A0A1H0UQR0_9STRE	50S ribosomal protein L33	Streptococcus sp. NLAE-zl-C503	49
WP_001265622.1	A0A178KSM0	unreviewed	A0A178KSM0_9STRE	50S ribosomal protein L33	Streptococcus sp. CCUG 49591	49
WP_001265622.1	A0A0F2DMV4	unreviewed	A0A0F2DMV4_STROR	50S ribosomal protein L33	Streptococcus oralis subsp. oralis	49
WP_001265622.1	A0A1E1G8Q6	unreviewed	A0A1E1G8Q6_9STRE	50S ribosomal protein L33	Streptococcus sp. NPS 308	49
WP_001265622.1	A0A2J9EWW4	unreviewed	A0A2J9EWW4_9STRE	50S ribosomal protein L33	Streptococcus sp. FDAARGOS_256	49
WP_001265622.1	A0A231VZ25	unreviewed	A0A231VZ25_9STRE	50S ribosomal protein L33	Streptococcus sp. KR	49
WP_001265622.1	Q3JYL4	reviewed	RL33_STRA1	50S ribosomal protein L33	Streptococcus agalactiae serotype Ia (strain ATCC 27591 / A909 / CDC SS700)	49
WP_001265622.1	A0A2N6PNY2	unreviewed	A0A2N6PNY2_9STRE	50S ribosomal protein L33	Streptococcus sp. UMB0029	49
WP_001265622.1	P61363	reviewed	RL333_STRA5	50S ribosomal protein L33 type 3	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	49
WP_001265622.1	P61362	reviewed	RL333_STRA3	50S ribosomal protein L33 3	Streptococcus agalactiae serotype III (strain NEM316)	49
WP_001265622.1	A0A426FUK4	unreviewed	A0A426FUK4_9STRE	50S ribosomal protein L33	Streptococcus halitosis	49
WP_001265622.1	A0A371QDX5	unreviewed	A0A371QDX5_9STRE	50S ribosomal protein L33	Streptococcus sp. NM	49
WP_001265622.1	A0A3A5RZV7	unreviewed	A0A3A5RZV7_9STRE	50S ribosomal protein L33	Streptococcus sp. AM28-20	49
WP_001265622.1	A0A3A5Q1T5	unreviewed	A0A3A5Q1T5_9STRE	50S ribosomal protein L33	Streptococcus sp. AM43-2AT	49
WP_001265622.1	A0A4Q5BVW2	unreviewed	A0A4Q5BVW2_9STRE	50S ribosomal protein L33	Streptococcus sp. bf_0095	49
WP_001265622.1	A0A3P1VGP1	unreviewed	A0A3P1VGP1_9STRE	50S ribosomal protein L33	Streptococcus sp. OH4692_COT-348	49
WP_001265622.1	A0A6M1KPI0	unreviewed	A0A6M1KPI0_9STRE	50S ribosomal protein L33	Streptococcus equi subsp. ruminatorum	49
WP_001265622.1	A0A5B7Y3X8	unreviewed	A0A5B7Y3X8_9STRE	50S ribosomal protein L33	Streptococcus sp. 1643	49
WP_001265622.1	A0A1S9ZMR9	unreviewed	A0A1S9ZMR9_9STRE	50S ribosomal protein L33	Streptococcus pseudopneumoniae	49
WP_001265622.1	A0A7X3AY32	unreviewed	A0A7X3AY32_9STRE	50S ribosomal protein L33	Streptococcus sp. BIOML-A1	49
WP_001265622.1	A0A501P811	unreviewed	A0A501P811_9STRE	50S ribosomal protein L33	Streptococcus symci	49
WP_001265622.1	A0A501VWM9	unreviewed	A0A501VWM9_9STRE	50S ribosomal protein L33	Streptococcus sp. D2	49
WP_001265622.1	A0A501VFJ4	unreviewed	A0A501VFJ4_9STRE	50S ribosomal protein L33	Streptococcus xiaochunlingii	49
WP_001265622.1	A0A6H3SBW5	unreviewed	A0A6H3SBW5_9STRE	50S ribosomal protein L33	Streptococcus sp. 116-D4	49
WP_001265622.1	A0A5C5TRL4	unreviewed	A0A5C5TRL4_9STRE	50S ribosomal protein L33	Streptococcus sp. sy010	49
WP_001265622.1	A0A5C5TA76	unreviewed	A0A5C5TA76_9STRE	50S ribosomal protein L33	Streptococcus sp. sy004	49
WP_001265622.1	A0A5J6LKA8	unreviewed	A0A5J6LKA8_9STRE	50S ribosomal protein L33	Streptococcus sp. LPB0220	49
WP_001265622.1	A0A3B0BGA9	unreviewed	A0A3B0BGA9_9STRE	50S ribosomal protein L33	Streptococcus chosunense	49
WP_001265622.1	A0A7X9MFM7	unreviewed	A0A7X9MFM7_9STRE	50S ribosomal protein L33	Streptococcus sp. WB01_FAA12	49
WP_001265622.1	A0A081S8I3	unreviewed	A0A081S8I3_STRMT	50S ribosomal protein L33	Streptococcus mitis	49
WP_001265622.1	A0A380KXH9	unreviewed	A0A380KXH9_9STRE	50S ribosomal protein L33	Streptococcus massiliensis	49
WP_001265622.1	D3H6B5	unreviewed	D3H6B5_STRM6	50S ribosomal protein L33	Streptococcus mitis (strain B6)	49
WP_001265622.1	Q1JJF9	reviewed	RL333_STRPC	50S ribosomal protein L33 3	Streptococcus pyogenes serotype M12 (strain MGAS9429)	49
WP_001265622.1	Q1J9B1	reviewed	RL333_STRPB	50S ribosomal protein L33 3	Streptococcus pyogenes serotype M12 (strain MGAS2096)	49
WP_001265622.1	Q04I36	reviewed	RL33_STRP2	50S ribosomal protein L33	Streptococcus pneumoniae serotype 2 (strain D39 / NCTC 7466)	49
WP_001265622.1	A0A2X3X9D6	unreviewed	A0A2X3X9D6_STRSZ	50S ribosomal protein L33	Streptococcus equi subsp. zooepidemicus	49
WP_001265622.1	A5LLJ1	unreviewed	A5LLJ1_STREE	50S ribosomal protein L33	Streptococcus pneumoniae SP6-BS73	49
WP_001265622.1	A0A1G6A0H8	unreviewed	A0A1G6A0H8_9STRE	50S ribosomal protein L33	Streptococcus henryi	49
WP_001265622.1	A0A0F2CJ99	unreviewed	A0A0F2CJ99_STRCR	50S ribosomal protein L33	Streptococcus cristatus	49
WP_001265622.1	A8AZV4	reviewed	RL33_STRGC	50S ribosomal protein L33	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	49
WP_001265622.1	D0RXL2	unreviewed	D0RXL2_9STRE	50S ribosomal protein L33	Streptococcus sp. 2_1_36FAA	49
WP_001265622.1	B1I9V1	reviewed	RL332_STRPI	50S ribosomal protein L33 2	Streptococcus pneumoniae (strain Hungary19A-6)	49
WP_001265622.1	C1CAY0	unreviewed	C1CAY0_STRP7	50S ribosomal protein L33	Streptococcus pneumoniae (strain 70585)	49
WP_001265622.1	C1CH68	unreviewed	C1CH68_STRZJ	50S ribosomal protein L33	Streptococcus pneumoniae (strain JJA)	49
WP_001265622.1	B5E3E3	reviewed	RL33_STRP4	50S ribosomal protein L33	Streptococcus pneumoniae serotype 19F (strain G54)	49
WP_001265622.1	B2IN61	reviewed	RL33_STRPS	50S ribosomal protein L33	Streptococcus pneumoniae (strain CGSP14)	49
WP_001265622.1	B4U0K8	reviewed	RL33_STREM	50S ribosomal protein L33	Streptococcus equi subsp. zooepidemicus (strain MGCS10565)	49
WP_001265622.1	C0MB24	unreviewed	C0MB24_STRE4	50S ribosomal protein L33	Streptococcus equi subsp. equi (strain 4047)	49
WP_001265622.1	E9FJ55	unreviewed	E9FJ55_9STRE	50S ribosomal protein L33	Streptococcus sp. C300	49
WP_001265622.1	D2EMB1	unreviewed	D2EMB1_9STRE	50S ribosomal protein L33	Streptococcus sp. M143	49
WP_001265622.1	E9FPW2	unreviewed	E9FPW2_9STRE	50S ribosomal protein L33	Streptococcus sp. M334	49
WP_001265622.1	E1LNK2	unreviewed	E1LNK2_STRMT	50S ribosomal protein L33	Streptococcus mitis SK564	49
WP_001265622.1	E1LUU2	unreviewed	E1LUU2_STRMT	50S ribosomal protein L33	Streptococcus mitis SK597	49
WP_001265622.1	A0A125YY10	unreviewed	A0A125YY10_STROR	50S ribosomal protein L33	Streptococcus oralis ATCC 35037	49
WP_001265622.1	A0A139RE31	unreviewed	A0A139RE31_9STRE	50S ribosomal protein L33	Streptococcus infantis	49
WP_001265622.1	A0A7H8Z7Z1	unreviewed	A0A7H8Z7Z1_9STRE	50S ribosomal protein L33	Streptococcus sp. oral taxon 061	49
WP_001265622.1	A0A1B1IDU7	unreviewed	A0A1B1IDU7_9STRE	50S ribosomal protein L33	Streptococcus sp. oral taxon 064	49
WP_001265622.1	A0A0X8JWY9	unreviewed	A0A0X8JWY9_9STRE	50S ribosomal protein L33	Streptococcus sp. oral taxon 431	49
WP_001265622.1	A0A7X3G8N8	unreviewed	A0A7X3G8N8_9STRE	50S ribosomal protein L33	Streptococcus danieliae	49
WP_001265622.1	F8DGB6	unreviewed	F8DGB6_STREP	50S ribosomal protein L33	Streptococcus parasanguinis (strain ATCC 15912 / DSM 6778 / CIP 104372 / LMG 14537)	49
WP_001265622.1	A0A380JB81	unreviewed	A0A380JB81_STRDO	50S ribosomal protein L33	Streptococcus downei MFe28	49
WP_001265622.1	G5KGQ0	unreviewed	G5KGQ0_9STRE	50S ribosomal protein L33	Streptococcus urinalis 2285-97	49
WP_001265622.1	F9P1D1	unreviewed	F9P1D1_STRMT	50S ribosomal protein L33	Streptococcus mitis bv. 2 str. F0392	49
WP_001265622.1	A0A447Z237	unreviewed	A0A447Z237_9STRE	50S ribosomal protein L33	Streptococcus viridans	49
WP_001265622.1	A0A2L0D6I5	unreviewed	A0A2L0D6I5_9STRE	50S ribosomal protein L33	Streptococcus pluranimalium	49
WP_001265622.1	G6C7Q4	unreviewed	G6C7Q4_9STRE	50S ribosomal protein L33	Streptococcus sp. oral taxon 058 str. F0407	49
WP_001265622.1	E0PNH4	unreviewed	E0PNH4_STRMT	50S ribosomal protein L33	Streptococcus mitis ATCC 6249	49
WP_001265622.1	E0Q451	unreviewed	E0Q451_9STRE	50S ribosomal protein L33	Streptococcus sp. oral taxon 071 str. 73H25AP	49
WP_001265622.1	E1M6V9	unreviewed	E1M6V9_9STRE	50S ribosomal protein L33	Streptococcus infantis SK1302	49
WP_001265622.1	E8K7T5	unreviewed	E8K7T5_STRPA	50S ribosomal protein L33	Streptococcus parasanguinis ATCC 903	49
WP_001265622.1	E6KJD1	unreviewed	E6KJD1_STROR	50S ribosomal protein L33	Streptococcus oralis ATCC 49296	49
WP_001265622.1	E8KDC2	unreviewed	E8KDC2_9STRE	50S ribosomal protein L33	Streptococcus peroris ATCC 700780	49
WP_001265622.1	F3UU47	unreviewed	F3UU47_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK49	49
WP_001265622.1	F0IAC7	unreviewed	F0IAC7_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK115	49
WP_001265622.1	F0IIZ1	unreviewed	F0IIZ1_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK150	49
WP_001265622.1	F0IQJ0	unreviewed	F0IQJ0_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK160	49
WP_001265622.1	F2CA97	unreviewed	F2CA97_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK330	49
WP_001265622.1	F0FHG8	unreviewed	F0FHG8_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK353	49
WP_001265622.1	F3UNR8	unreviewed	F3UNR8_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK355	49
WP_001265622.1	F2CHM4	unreviewed	F2CHM4_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK408	49
WP_001265622.1	F3UEB1	unreviewed	F3UEB1_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK1056	49
WP_001265622.1	F2BNK9	unreviewed	F2BNK9_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK1057	49
WP_001265622.1	F3SKN2	unreviewed	F3SKN2_STRSA	50S ribosomal protein L33	Streptococcus sanguinis SK1087	49
WP_001265622.1	E7S8D8	unreviewed	E7S8D8_9STRE	50S ribosomal protein L33	Streptococcus australis ATCC 700641	49
WP_001265622.1	E8JWB5	unreviewed	E8JWB5_STRCR	50S ribosomal protein L33	Streptococcus cristatus ATCC 51100	49
WP_001265622.1	E8K2F4	unreviewed	E8K2F4_9STRE	50S ribosomal protein L33	Streptococcus infantis ATCC 700779	49
WP_001265622.1	E3CC38	unreviewed	E3CC38_STRPA	50S ribosomal protein L33	Streptococcus parasanguinis F0405	49
WP_001265622.1	F2QGG2	unreviewed	F2QGG2_STROU	50S ribosomal protein L33	Streptococcus oralis (strain Uo5)	49
WP_001265622.1	X8KEP6	unreviewed	X8KEP6_9STRE	50S ribosomal protein L33	Streptococcus sp. CM6	49
WP_001265622.1	F9PFH0	unreviewed	F9PFH0_9STRE	50S ribosomal protein L33	Streptococcus infantis X	49
WP_001265622.1	K8MN97	unreviewed	K8MN97_9STRE	50S ribosomal protein L33	Streptococcus sp. F0441	49
WP_001265622.1	K8MU25	unreviewed	K8MU25_9STRE	50S ribosomal protein L33	Streptococcus sp. F0442	49
WP_001291476.1	I0SUP9	unreviewed	I0SUP9_STRMT	MtN3/saliva family protein	Streptococcus mitis SK575	86
WP_001291476.1	A0A4V0BNI3	unreviewed	A0A4V0BNI3_9STRE	Integral membrane protein	Streptococcus australis	86
WP_001291476.1	A0A0F5ML70	unreviewed	A0A0F5ML70_STRGN	MtN3/saliva family protein	Streptococcus gordonii	86
WP_001291476.1	A0A139QZM7	unreviewed	A0A139QZM7_STROR	MtN3/saliva family protein	Streptococcus oralis	86
WP_001291476.1	A0A3P1SAX7	unreviewed	A0A3P1SAX7_STRSA	MtN3/saliva family protein	Streptococcus sanguinis	86
WP_001291476.1	A0A1E9G740	unreviewed	A0A1E9G740_9STRE	Uncharacterized protein	Streptococcus sp. HMSC076C08	86
WP_001291476.1	A0A1X1GWW6	unreviewed	A0A1X1GWW6_STROR	Uncharacterized protein	Streptococcus oralis subsp. oralis	86
WP_001291476.1	A0A081Q3Q8	unreviewed	A0A081Q3Q8_STRMT	MtN3/saliva family protein	Streptococcus mitis	86
WP_001291476.1	D3H9X0	unreviewed	D3H9X0_STRM6	Uncharacterized protein	Streptococcus mitis (strain B6)	86
WP_001291476.1	E1LRG9	unreviewed	E1LRG9_STRMT	Uncharacterized protein	Streptococcus mitis SK597	86
WP_001291476.1	F2QEI0	unreviewed	F2QEI0_STROU	Uncharacterized protein	Streptococcus oralis (strain Uo5)	86
WP_001291476.1	J4XBI9	unreviewed	J4XBI9_9STRE	Sugar efflux transporter for intercellular exchange	Streptococcus sp. AS14	86
WP_001808836.1	F5W1R2	unreviewed	F5W1R2_9STRE	50S ribosomal protein L36	Streptococcus infantis SK1076	38
WP_001808836.1	F9HBJ6	unreviewed	F9HBJ6_STRMT	50S ribosomal protein L36	Streptococcus mitis SK1073	38
WP_001808836.1	F9HKM2	unreviewed	F9HKM2_STRMT	50S ribosomal protein L36	Streptococcus mitis SK1080	38
WP_001808836.1	F9M052	unreviewed	F9M052_STRPA	50S ribosomal protein L36	Streptococcus parasanguinis SK236	38
WP_001808836.1	F9MI92	unreviewed	F9MI92_STRMT	50S ribosomal protein L36	Streptococcus mitis SK569	38
WP_001808836.1	F9PXT0	unreviewed	F9PXT0_9STRE	50S ribosomal protein L36	Streptococcus infantis SK970	38
WP_001808836.1	H5T1T9	unreviewed	H5T1T9_LACLL	50S ribosomal protein L36	Lactococcus lactis subsp. lactis IO-1	38
WP_001808836.1	G0IBX7	unreviewed	G0IBX7_STRES	50S ribosomal protein L36	Streptococcus pseudopneumoniae (strain IS7493)	38
WP_001808836.1	V8B7X6	unreviewed	V8B7X6_STRPA	50S ribosomal protein L36	Streptococcus parasanguinis CC87K	38
WP_001808836.1	A0A0F2E799	unreviewed	A0A0F2E799_STROR	50S ribosomal protein L36	Streptococcus oralis subsp. tigurinus	38
WP_001808836.1	I2J509	unreviewed	I2J509_9STRE	50S ribosomal protein L36	Streptococcus sp. SK140	38
WP_001808836.1	I2J9W8	unreviewed	I2J9W8_9STRE	50S ribosomal protein L36	Streptococcus sp. SK643	38
WP_001808836.1	I0SIG8	unreviewed	I0SIG8_STRAP	50S ribosomal protein L36	Streptococcus anginosus subsp. whileyi CCUG 39159	38
WP_001808836.1	A0A0E2IRB5	unreviewed	A0A0E2IRB5_STRIS	50S ribosomal protein L36	Streptococcus intermedius (strain ATCC 27335 / DSM 20573 / CCUG 32759 / CIP 103248 / JCM 12996 / LMG 17840 / NCTC 11324 / SK54 / 1877)	38
WP_001808836.1	I0SR83	unreviewed	I0SR83_STRMT	50S ribosomal protein L36	Streptococcus mitis SK575	38
WP_001808836.1	I0T4J2	unreviewed	I0T4J2_STRMT	50S ribosomal protein L36	Streptococcus mitis SK579	38
WP_001808836.1	I0Q4U5	unreviewed	I0Q4U5_STROR	50S ribosomal protein L36	Streptococcus oralis SK610	38
WP_001808836.1	J4XHW7	unreviewed	J4XHW7_9STRE	50S ribosomal protein L36	Streptococcus sp. BS35b	38
WP_001808836.1	A0A3R9LRQ4	unreviewed	A0A3R9LRQ4_9STRE	50S ribosomal protein L36	Streptococcus australis	38
WP_001808836.1	S6EW07	unreviewed	S6EW07_LACLL	50S ribosomal protein L36	Lactococcus lactis subsp. lactis A12	38
WP_001808836.1	A0A3E4YB18	unreviewed	A0A3E4YB18_9STRE	50S ribosomal protein L36	Streptococcus ilei	38
WP_001808836.1	A0A829BHE0	unreviewed	A0A829BHE0_STREE	50S ribosomal protein L36	Streptococcus pneumoniae PCS70012	38
WP_001808836.1	J1SEE1	unreviewed	J1SEE1_9STRE	50S ribosomal protein L36	Streptococcus infantis SPAR10	38
WP_001808836.1	X8K607	unreviewed	X8K607_9STRE	50S ribosomal protein L36	Streptococcus sp. SR1	38
WP_001808836.1	J4K7B2	unreviewed	J4K7B2_STROR	50S ribosomal protein L36	Streptococcus oralis SK304	38
WP_001808836.1	K1A5J8	unreviewed	K1A5J8_9STRE	50S ribosomal protein L36	Streptococcus sp. GMD4S	38
WP_001808836.1	K0Z1V3	unreviewed	K0Z1V3_9STRE	50S ribosomal protein L36	Streptococcus sp. GMD6S	38
WP_001808836.1	S3ABA8	unreviewed	S3ABA8_9STRE	50S ribosomal protein L36	Streptococcus sp. HPH0090	38
WP_001808836.1	A0A4Z1DVZ6	unreviewed	A0A4Z1DVZ6_9STRE	50S ribosomal protein L36	Streptococcus rubneri	38
WP_001808836.1	R0LIU9	unreviewed	R0LIU9_STRMT	50S ribosomal protein L36	Streptococcus mitis 11/5	38
WP_001808836.1	R0NSJ0	unreviewed	R0NSJ0_STRMT	50S ribosomal protein L36	Streptococcus mitis 13/39	38
